  49   2 1.37+06 4.70-03 4.73-03 4.68-03 4.53-03 4.05-03 3.46-03 2.71-03 1.70-03 1.08-03 6.41-04 2.99-04 1.66-04 9.54-05-1.47-06
   4   3 8.36-04 1.44-01 1.49-01 1.46-01 1.41-01 1.45-01 1.44-01 1.27-01 8.97-02 6.24-02 4.06-02 2.11-02 1.21-02 6.76-03 0.00+00
   5   3 4.77-09 1.21-01 1.21-01 1.19-01 1.18-01 1.33-01 1.41-01 1.34-01 1.14-01 1.03-01 9.66-02 9.24-02 9.10-02 9.01-02 8.89-02
   6   3 1.00-30 2.80-02 2.34-02 1.92-02 1.55-02 1.39-02 1.32-02 1.09-02 6.79-03 4.23-03 2.46-03 1.12-03 5.96-04 3.09-04 0.00+00
   7   3 2.23-01 4.86-02 4.78-02 4.67-02 4.83-02 5.91-02 6.16-02 5.31-02 3.47-02 2.26-02 1.39-02 6.83-03 3.84-03 2.10-03 0.00+00
   8   3 2.33+09 2.21-01 1.51-01 9.78-02 6.06-02 3.29-02 2.17-02 1.55-02 1.26-02 1.35-02 1.64-02 2.24-02 2.82-02 3.46-02-1.07-02
   9   3 1.00-30 9.82-02 7.91-02 6.94-02 6.43-02 6.23-02 6.33-02 6.63-02 7.22-02 7.70-02 8.12-02 8.50-02 8.68-02 8.78-02 8.91-02
  10   3 4.45-01 6.81-02 4.39-02 3.09-02 2.39-02 1.82-02 1.42-02 1.04-02 6.43-03 4.18-03 2.57-03 1.26-03 7.00-04 3.78-04 0.00+00
  11   3 5.81+05 7.96-02 5.18-02 3.70-02 2.92-02 2.35-02 1.98-02 1.70-02 1.52-02 1.52-02 1.59-02 1.71-02 1.78-02 1.83-02 1.88-02
  12   3 1.00-30 2.31-02 1.45-02 9.69-03 6.95-03 4.84-03 3.52-03 2.40-03 1.33-03 8.02-04 4.59-04 2.07-04 1.09-04 5.65-05 0.00+00
  13   3 8.99+10 2.21-01 2.26-01 2.26-01 2.31-01 2.48-01 2.77-01 3.29-01 4.43-01 5.71-01 7.35-01 9.95-01 1.22+00 1.45+00-3.73-01
  14   3 3.48+01 4.21-02 3.62-02 3.32-02 3.28-02 3.06-02 2.58-02 1.97-02 1.21-02 7.67-03 4.53-03 2.10-03 1.12-03 5.87-04 0.00+00
  15   3 3.65+01 3.07-02 2.80-02 2.73-02 2.86-02 2.84-02 2.54-02 2.21-02 1.91-02 1.80-02 1.78-02 1.82-02 1.86-02 1.90-02 1.99-02
  16   3 1.35+02 3.52-02 3.03-02 2.76-02 2.68-02 2.46-02 2.06-02 1.58-02 9.64-03 6.03-03 3.53-03 1.60-03 8.49-04 4.40-04 0.00+00
  17   3 1.02+00 1.53-02 1.24-02 1.14-02 1.15-02 1.08-02 9.01-03 6.86-03 4.24-03 2.70-03 1.60-03 7.43-04 3.97-04 2.07-04 0.00+00
  18   3 7.43+08 3.75-02 2.51-02 1.71-02 1.17-02 7.17-03 5.09-03 3.78-03 2.91-03 2.76-03 2.96-03 3.61-03 4.28-03 5.05-03-1.33-03
  19   3 1.00-30 2.15-02 1.64-02 1.43-02 1.30-02 1.21-02 1.19-02 1.21-02 1.28-02 1.36-02 1.43-02 1.50-02 1.54-02 1.57-02 1.60-02
  20   3 2.37-01 2.26-02 1.44-02 1.09-02 8.55-03 6.09-03 4.60-03 3.38-03 2.11-03 1.39-03 8.71-04 4.37-04 2.48-04 1.37-04 0.00+00
  21   3 1.94+05 2.72-02 1.74-02 1.33-02 1.06-02 7.80-03 6.21-03 5.06-03 4.12-03 3.77-03 3.65-03 3.67-03 3.73-03 3.77-03 3.84-03
  22   3 1.00-30 9.52-03 5.69-03 4.11-03 3.07-03 2.02-03 1.41-03 9.57-04 5.33-04 3.22-04 1.85-04 8.31-05 4.39-05 2.27-05 0.00+00
  23   3 2.92+10 3.99-02 3.99-02 4.12-02 4.32-02 4.74-02 5.29-02 6.13-02 7.86-02 9.71-02 1.20-01 1.56-01 1.87-01 2.18-01-5.09-02
  24   3 1.88+01 1.34-02 1.25-02 1.23-02 1.17-02 9.85-03 8.12-03 6.28-03 3.95-03 2.54-03 1.52-03 7.11-04 3.84-04 2.02-04 0.00+00
  25   3 1.45-02 1.29-02 1.14-02 1.10-02 1.03-02 8.60-03 7.14-03 5.83-03 4.51-03 3.90-03 3.59-03 3.49-03 3.52-03 3.57-03 3.74-03
  26   3 3.48+06 2.02-02 1.76-02 1.66-02 1.54-02 1.35-02 1.26-02 1.26-02 1.42-02 1.64-02 1.89-02 2.19-02 2.35-02 2.44-02 2.57-02
  27   3 1.67-02 9.62-03 7.75-03 7.11-03 6.30-03 4.56-03 3.25-03 2.19-03 1.19-03 7.01-04 3.95-04 1.75-04 9.19-05 4.74-05 0.00+00
